sample,prediction,true_label,uncertainty,confidence
2853,[8.],[3],0.4375,0.5000004434294836
2854,[9.],[9],0.0,0.5000004434497015
2855,[5.],[5],0.0625,0.5000004433176145
2856,[8.],[8],0.0,0.5000004434754038
2857,[9.],[9],0.0,0.5000004434485579
2858,[9.],[9],0.375,0.5000004434147148
2859,[8.],[8],0.0625,0.5000004434215534
2860,[6.],[6],0.25,0.500000443436158
2861,[2.],[2],0.1875,0.500000443368229
2862,[8.],[8],0.125,0.5000004434804038
2863,[4.],[9],0.375,0.500000443471963
2864,[2.],[2],0.0625,0.5000004432308871
2865,[3.],[3],0.0625,0.500000443430978
2866,[4.],[6],0.5,0.5000004433687647
2867,[1.],[1],0.0,0.5000004434865806
2868,[1.],[1],0.0,0.5000004435273361
2869,[8.],[8],0.3125,0.5000004433964662
2870,[9.],[9],0.0625,0.5000004434682618
2871,[3.],[3],0.0,0.5000004434601678
2872,[4.],[4],0.0625,0.5000004433930268
2873,[0.],[0],0.0,0.5000004434238803
2874,[7.],[7],0.0,0.5000004434188549
2875,[9.],[9],0.125,0.5000004434709168
2876,[6.],[6],0.0,0.5000004434399986
2877,[9.],[4],0.625,0.5000004434055579
2878,[1.],[1],0.0,0.5000004434869122
2879,[4.],[4],0.5625,0.500000443441386
2880,[1.],[1],0.0,0.5000004435210236
2881,[3.],[3],0.0625,0.5000004434506924
2882,[4.],[4],0.0625,0.5000004413614876
2883,[9.],[9],0.1875,0.5000004434009783
2884,[3.],[3],0.125,0.5000004434431201
2885,[1.],[1],0.0,0.5000004434841994
2886,[4.],[4],0.1875,0.500000443458878
2887,[7.],[7],0.0,0.5000004434202441
2888,[7.],[7],0.3125,0.5000004434291174
2889,[4.],[4],0.0625,0.5000004434125823
2890,[7.],[7],0.0,0.5000004434577676
2891,[2.],[2],0.0,0.5000004434636576
2892,[9.],[9],0.0,0.5000004434305484
2893,[3.],[3],0.0625,0.5000004433428442
2894,[0.],[0],0.3125,0.5000004433148176
2895,[8.],[8],0.0,0.5000004434533254
2896,[0.],[8],0.5,0.5000004433750287
2897,[8.],[8],0.1875,0.5000004433955947
2898,[4.],[4],0.0625,0.5000004434682259
2899,[0.],[0],0.0,0.5000004434337096
2900,[4.],[4],0.375,0.5000004433218069
2901,[4.],[4],0.4375,0.5000004434587333
2902,[1.],[1],0.0625,0.5000004434281301
2903,[5.],[5],0.0,0.5000004433879089
2904,[2.],[2],0.0,0.5000004434144103
2905,[8.],[8],0.625,0.5000004432478327
2906,[3.],[3],0.1875,0.5000004434063801
2907,[4.],[4],0.25,0.5000004433427071
2908,[9.],[9],0.1875,0.5000004433741011
2909,[5.],[5],0.125,0.5000004434568552
2910,[2.],[2],0.0625,0.5000004433324895
2911,[8.],[8],0.125,0.5000004434468865
2912,[1.],[1],0.0,0.5000004435163838
2913,[5.],[5],0.0625,0.500000443490474
2914,[3.],[3],0.25,0.5000004434277724
2915,[7.],[7],0.5,0.500000443470939
2916,[9.],[9],0.0,0.5000004434597659
2917,[4.],[4],0.0,0.5000004434241447
2918,[2.],[2],0.0625,0.5000004431751603
2919,[5.],[5],0.5625,0.5000004433571563
2920,[6.],[6],0.125,0.5000004430122567
2921,[0.],[3],0.5625,0.5000004434117958
2922,[5.],[5],0.25,0.5000004433526267
2923,[9.],[9],0.0625,0.5000004434707135
2924,[3.],[3],0.0,0.5000004433955668
2925,[5.],[5],0.4375,0.5000004429267833
2926,[9.],[9],0.125,0.5000004434849966
2927,[2.],[3],0.375,0.5000004431607961
2928,[1.],[1],0.0,0.5000004435094035
2929,[9.],[9],0.4375,0.5000004426679941
2930,[5.],[5],0.375,0.5000004433451992
2931,[3.],[3],0.0625,0.5000004435020414
2932,[0.],[0],0.25,0.5000004433668715
2933,[6.],[6],0.0,0.5000004434258499
2934,[9.],[9],0.0,0.5000004434525326
2935,[8.],[8],0.0625,0.5000004434186894
2936,[4.],[4],0.0625,0.5000004432331464
2937,[0.],[0],0.125,0.5000004434517542
2938,[4.],[4],0.625,0.5000004434201338
2939,[7.],[9],0.4375,0.5000004434027143
2940,[2.],[2],0.0,0.5000004433448905
2941,[9.],[9],0.0625,0.5000004434407562
2942,[0.],[0],0.0,0.5000004434291296
2943,[1.],[1],0.0,0.5000004434879531
2944,[0.],[0],0.0625,0.5000004434419516
2945,[3.],[3],0.3125,0.500000443469878
2946,[1.],[1],0.25,0.5000004434115579
2947,[6.],[6],0.125,0.5000004434696582
2948,[5.],[5],0.0,0.5000004433820611
2949,[8.],[8],0.1875,0.50000044343588
2950,[1.],[1],0.0,0.5000004435153976
2951,[5.],[5],0.0625,0.5000004434139002
2952,[5.],[3],0.3125,0.5000004433900838
2953,[5.],[3],0.5625,0.5000004434358266
2954,[0.],[0],0.25,0.5000004433699647
2955,[3.],[3],0.0,0.5000004432622813
2956,[5.],[5],0.1875,0.5000004434432725
2957,[5.],[5],0.1875,0.5000004433416373
2958,[9.],[9],0.1875,0.500000443467821
2959,[2.],[2],0.3125,0.5000004432340203
2960,[8.],[8],0.125,0.5000004434154631
2961,[7.],[7],0.1875,0.5000004433726096
2962,[0.],[0],0.0,0.5000004434607604
2963,[4.],[4],0.0,0.5000004432438584
2964,[9.],[9],0.4375,0.5000004434581246
2965,[1.],[1],0.0,0.5000004435310487
2966,[9.],[9],0.25,0.5000004434584111
2967,[7.],[7],0.0,0.5000004434404371
2968,[7.],[7],0.0,0.5000004434036898
2969,[5.],[5],0.4375,0.5000004434099866
2970,[2.],[5],0.6875,0.5000004433346594
2971,[2.],[2],0.0,0.500000443378615
2972,[0.],[0],0.25,0.5000004431915626
2973,[9.],[9],0.0625,0.5000004434934453
2974,[1.],[1],0.0,0.5000004435007481
2975,[8.],[8],0.375,0.5000004433785105
2976,[6.],[6],0.4375,0.5000004434514073
2977,[2.],[2],0.1875,0.500000443332735
2978,[3.],[3],0.0,0.5000004434579207
2979,[9.],[9],0.375,0.5000004434520872
2980,[6.],[6],0.1875,0.5000004433396693
2981,[2.],[2],0.0625,0.5000004434417175
2982,[1.],[1],0.0,0.5000004435148344
2983,[9.],[9],0.0,0.5000004434647898
2984,[1.],[1],0.0,0.5000004435064572
2985,[3.],[3],0.0625,0.500000443438013
2986,[5.],[5],0.375,0.5000004434831593
2987,[5.],[5],0.25,0.5000004434596321
2988,[0.],[0],0.0,0.5000004434481399
2989,[3.],[3],0.125,0.5000004434674826
2990,[9.],[8],0.4375,0.5000004434109215
2991,[3.],[3],0.125,0.5000004434023245
2992,[3.],[3],0.1875,0.5000004434823612
2993,[7.],[7],0.4375,0.5000004433681885
2994,[6.],[6],0.5,0.5000004432886047
2995,[8.],[6],0.5625,0.5000004434740393
2996,[0.],[0],0.0,0.5000004433554933
2997,[1.],[1],0.0,0.500000443513521
2998,[4.],[4],0.4375,0.5000004434368951
2999,[0.],[0],0.0625,0.5000004434336477
3000,[6.],[6],0.0,0.5000004434311087
3001,[9.],[9],0.25,0.5000004434116204
3002,[8.],[8],0.0625,0.5000004434389216
3003,[1.],[1],0.0,0.5000004434973527
3004,[2.],[2],0.3125,0.5000004433396006
3005,[1.],[9],0.75,0.5000004434675279
3006,[9.],[9],0.0625,0.5000004434745088
3007,[5.],[5],0.0625,0.5000004433874561
3008,[9.],[9],0.0625,0.5000004434513292
3009,[7.],[7],0.0,0.5000004434327586
3010,[3.],[3],0.125,0.5000004433755809
3011,[7.],[7],0.0,0.5000004428867774
3012,[8.],[8],0.125,0.5000004433986939
3013,[0.],[0],0.0,0.5000004433619102
3014,[1.],[1],0.0,0.500000443459362
3015,[3.],[3],0.0625,0.5000004434181644
3016,[0.],[0],0.25,0.5000004430988664
3017,[4.],[4],0.0625,0.5000004434585426
3018,[6.],[6],0.0,0.5000004434130317
3019,[1.],[1],0.0,0.5000004435044917
3020,[0.],[0],0.0,0.5000004434041888
3021,[2.],[2],0.3125,0.5000004431702282
3022,[5.],[5],0.125,0.5000004434004317
3023,[8.],[8],0.1875,0.5000004434168352
3024,[4.],[4],0.0,0.5000004432816436
3025,[4.],[4],0.0,0.500000443460071
3026,[1.],[1],0.0,0.5000004434690838
3027,[1.],[1],0.0,0.5000004435133387
3028,[5.],[5],0.1875,0.5000004433316431
3029,[4.],[4],0.3125,0.5000004434708453
3030,[8.],[6],0.6875,0.5000004433563824
3031,[6.],[6],0.25,0.5000004430128836
3032,[0.],[0],0.1875,0.5000004433867614
3033,[6.],[6],0.375,0.5000004433055079
3034,[9.],[9],0.0625,0.5000004434508097
3035,[2.],[2],0.3125,0.5000004432144305
3036,[6.],[6],0.125,0.5000004433714517
3037,[2.],[2],0.25,0.5000004432196531
3038,[7.],[7],0.3125,0.500000443456407
3039,[1.],[1],0.0,0.500000443478684
3040,[7.],[7],0.0,0.5000004434316083
3041,[9.],[9],0.0,0.5000004434740762
3042,[4.],[4],0.125,0.500000443327067
3043,[0.],[0],0.0,0.5000004434446031
3044,[0.],[0],0.0,0.5000004433962177
3045,[3.],[3],0.0625,0.5000004434153287
3046,[8.],[8],0.125,0.5000004433494936
3047,[2.],[2],0.0625,0.5000004433546199
3048,[2.],[2],0.0625,0.5000004434389672
3049,[3.],[3],0.25,0.5000004434620097
3050,[1.],[1],0.0,0.5000004434900681
3051,[6.],[6],0.0,0.5000004434161986
3052,[0.],[0],0.0,0.5000004434356878
3053,[5.],[5],0.0,0.5000004434401689
3054,[7.],[7],0.0625,0.5000004434518913
3055,[7.],[7],0.25,0.5000004434022252
3056,[9.],[9],0.1875,0.5000004432973248
3057,[2.],[2],0.125,0.5000004431087547
3058,[6.],[6],0.1875,0.500000443283544
3059,[7.],[7],0.0625,0.500000443467129
3060,[2.],[9],0.75,0.5000004434057218
3061,[7.],[7],0.375,0.5000004434311798
3062,[8.],[8],0.5625,0.5000004434412072
3063,[6.],[6],0.0,0.5000004434378343
3064,[8.],[8],0.125,0.5000004434490406
3065,[8.],[8],0.625,0.5000004433664181
3066,[4.],[4],0.0,0.5000004434587156
3067,[6.],[6],0.1875,0.5000004429850945
3068,[8.],[8],0.375,0.5000004433919059
3069,[4.],[4],0.125,0.5000004429063972
3070,[1.],[1],0.0,0.5000004435302531
3071,[2.],[2],0.0,0.5000004432259793
3072,[8.],[8],0.0625,0.5000004434189935
3073,[2.],[1],0.6875,0.5000004433189154
3074,[3.],[3],0.0,0.5000004434319035
3075,[9.],[9],0.0,0.500000443447468
3076,[4.],[4],0.0,0.5000004434157247
3077,[0.],[0],0.125,0.5000004434055301
3078,[3.],[3],0.4375,0.5000004433964429
3079,[7.],[7],0.0,0.5000004434232509
3080,[3.],[3],0.0,0.5000004433915949
3081,[2.],[2],0.0,0.5000004432103978
3082,[3.],[3],0.0,0.5000004434616703
3083,[3.],[3],0.0,0.5000004432838651
3084,[7.],[7],0.0,0.500000443471986
3085,[3.],[3],0.0625,0.5000004434346897
3086,[4.],[4],0.1875,0.5000004434803743
3087,[0.],[0],0.0,0.5000004434111722
3088,[6.],[6],0.1875,0.5000004434588486
3089,[2.],[2],0.1875,0.5000004432841958
3090,[0.],[0],0.0,0.5000004434617727
3091,[8.],[8],0.125,0.500000443447843
3092,[1.],[1],0.0,0.5000004434812998
3093,[5.],[5],0.0,0.500000443457489
3094,[3.],[3],0.25,0.5000004434187135
3095,[5.],[5],0.1875,0.5000004433846473
3096,[4.],[4],0.1875,0.5000004433993143
3097,[1.],[1],0.0,0.5000004435073738
3098,[7.],[7],0.0,0.5000004435105809
3099,[1.],[1],0.0,0.5000004434613099
3100,[5.],[5],0.3125,0.5000004433751176
3101,[7.],[7],0.1875,0.5000004434204122
3102,[5.],[5],0.4375,0.5000004434590103
3103,[7.],[7],0.0,0.5000004434622816
3104,[3.],[3],0.0625,0.5000004434645534
3105,[2.],[2],0.0,0.5000004433364713
3106,[2.],[2],0.5625,0.5000004434392933
3107,[7.],[7],0.0,0.500000443430491
3108,[3.],[3],0.4375,0.5000004433456152
3109,[7.],[7],0.25,0.5000004434302204
3110,[3.],[3],0.4375,0.5000004433988138
3111,[7.],[7],0.0,0.500000443332537
3112,[8.],[8],0.375,0.5000004434438977
3113,[5.],[5],0.125,0.5000004433005009
3114,[4.],[4],0.5,0.5000004434262049
3115,[5.],[5],0.3125,0.5000004432965774
3116,[2.],[2],0.0,0.5000004433329689
3117,[9.],[5],0.6875,0.5000004433922073
3118,[6.],[6],0.0,0.5000004434376807
3119,[5.],[5],0.0625,0.5000004433735916
3120,[3.],[3],0.1875,0.500000443196605
3121,[6.],[6],0.1875,0.500000443396421
3122,[7.],[7],0.5625,0.5000004431218568
3123,[4.],[4],0.0625,0.500000443447073
3124,[1.],[1],0.125,0.5000004434464321
3125,[7.],[7],0.0,0.5000004434222216
3126,[1.],[1],0.0,0.5000004435148016
3127,[5.],[5],0.0625,0.5000004434767674
3128,[2.],[2],0.125,0.5000004434246139
3129,[2.],[3],0.625,0.5000004434403887
3130,[5.],[6],0.5,0.5000004434305839
3131,[3.],[3],0.3125,0.5000004434516208
3132,[1.],[1],0.375,0.5000004434706162
3133,[4.],[4],0.375,0.5000004434531378
3134,[2.],[2],0.0,0.5000004434135015
3135,[6.],[6],0.1875,0.5000004433253923
3136,[1.],[7],0.8125,0.500000443440114
3137,[4.],[4],0.0,0.5000004433565152
3138,[5.],[3],0.625,0.5000004433540979
3139,[8.],[8],0.0625,0.5000004433798774
3140,[0.],[0],0.0,0.5000004434597881
3141,[6.],[6],0.0625,0.5000004434327694
3142,[2.],[2],0.0,0.5000004433318448
3143,[1.],[1],0.0,0.5000004435103927
3144,[6.],[6],0.25,0.5000004431996182
3145,[5.],[5],0.3125,0.5000004432239296
3146,[5.],[3],0.375,0.5000004434434289
3147,[9.],[9],0.0625,0.5000004431508605
3148,[1.],[1],0.0,0.5000004435190352
3149,[9.],[9],0.125,0.500000443437883
3150,[3.],[3],0.1875,0.5000004433753075
3151,[2.],[2],0.1875,0.5000004434570361
3152,[1.],[1],0.0,0.5000004435064376
3153,[8.],[8],0.375,0.5000004434642572
3154,[4.],[4],0.375,0.5000004434010914
3155,[4.],[4],0.0,0.5000004434877197
3156,[6.],[6],0.0,0.5000004434480575
3157,[5.],[5],0.5625,0.5000004432113504
3158,[8.],[8],0.4375,0.5000004433584698
3159,[6.],[6],0.0,0.5000004434585578
3160,[9.],[9],0.375,0.5000004434618259
3161,[7.],[7],0.0,0.5000004433745616
3162,[7.],[7],0.0,0.5000004434136569
3163,[8.],[8],0.125,0.5000004434777976
3164,[6.],[6],0.0,0.5000004433354592
3165,[9.],[9],0.0,0.500000443472398
3166,[7.],[7],0.3125,0.5000004433971683
3167,[3.],[3],0.1875,0.5000004434016501
3168,[9.],[9],0.0,0.5000004434690231
3169,[4.],[4],0.0,0.5000004434670519
3170,[0.],[0],0.0,0.5000004433505479
3171,[5.],[5],0.3125,0.5000004434301154
3172,[4.],[4],0.0625,0.5000004433476177
3173,[6.],[6],0.375,0.5000004432815065
3174,[4.],[4],0.0,0.5000004433633094
3175,[1.],[1],0.0625,0.500000443472935
3176,[2.],[2],0.375,0.5000004434211955
3177,[3.],[3],0.0,0.500000443476301
3178,[0.],[0],0.0,0.5000004433344962
3179,[0.],[0],0.0,0.5000004434024216
3180,[2.],[2],0.0,0.5000004433894402
3181,[6.],[6],0.5,0.5000004426536211
3182,[6.],[6],0.0,0.5000004427412971
3183,[8.],[5],0.5625,0.5000004433851615
3184,[7.],[7],0.125,0.5000004434455227
3185,[0.],[0],0.0625,0.5000004434648073
3186,[8.],[8],0.6875,0.5000004434730787
3187,[6.],[6],0.0625,0.5000004434245572
3188,[4.],[4],0.0,0.500000443438956
3189,[7.],[7],0.375,0.500000442672721
3190,[9.],[9],0.0,0.5000004434287968
3191,[0.],[0],0.0,0.500000443450753
3192,[7.],[7],0.0,0.5000004434710142
3193,[2.],[3],0.4375,0.5000004434788757
3194,[4.],[4],0.0,0.5000004434652389
3195,[2.],[2],0.1875,0.5000004427212628
3196,[1.],[1],0.3125,0.5000004435038256
3197,[8.],[8],0.0625,0.5000004433506151
3198,[8.],[8],0.125,0.5000004433618775
3199,[5.],[5],0.0625,0.5000004433830172
3200,[9.],[9],0.125,0.5000004434131018
3201,[2.],[2],0.0625,0.5000004434400931
3202,[7.],[7],0.6875,0.5000004434316536
3203,[1.],[1],0.0,0.5000004434989525
3204,[8.],[8],0.125,0.5000004434707477
3205,[8.],[8],0.6875,0.5000004433779446
3206,[3.],[8],0.5625,0.50000044336896
3207,[2.],[2],0.625,0.5000004434085135
3208,[7.],[7],0.1875,0.5000004434413133
3209,[6.],[6],0.0625,0.5000004434503448
3210,[0.],[0],0.0625,0.5000004434613224
3211,[1.],[1],0.0,0.5000004434836838
3212,[2.],[2],0.125,0.5000004431470753
3213,[7.],[7],0.0,0.5000004434935748
3214,[1.],[1],0.0,0.5000004435037398
3215,[0.],[0],0.0,0.5000004434612401
3216,[8.],[8],0.375,0.5000004433533473
3217,[3.],[3],0.0,0.5000004431522413
3218,[6.],[6],0.5,0.5000004434228227
3219,[0.],[0],0.0625,0.5000004434158821
3220,[5.],[5],0.0,0.5000004433660111
3221,[3.],[3],0.125,0.5000004427798423
3222,[6.],[6],0.6875,0.5000004432809115
3223,[2.],[2],0.0,0.5000004433328639
3224,[8.],[8],0.0625,0.5000004434515268
3225,[7.],[7],0.375,0.5000004434472497
3226,[0.],[0],0.0,0.5000004434071841
3227,[1.],[1],0.0,0.5000004435192185
3228,[4.],[4],0.3125,0.500000443396865
3229,[2.],[2],0.3125,0.5000004433531046
3230,[1.],[1],0.0,0.5000004435042701
3231,[1.],[1],0.0,0.5000004434896695
3232,[4.],[4],0.0,0.5000004434262528
3233,[4.],[4],0.0625,0.5000004434768706
3234,[4.],[4],0.0625,0.500000443334195
3235,[4.],[4],0.3125,0.5000004433911355
3236,[7.],[7],0.1875,0.5000004434760101
3237,[1.],[1],0.0,0.5000004434866232
3238,[6.],[6],0.0,0.500000443423597
3239,[2.],[2],0.1875,0.500000424234678
3240,[9.],[9],0.4375,0.5000004434483887
3241,[9.],[9],0.125,0.5000004434668981
3242,[0.],[0],0.0,0.5000004433015733
3243,[0.],[0],0.1875,0.5000004434247155
3244,[1.],[1],0.0,0.5000004434976202
3245,[8.],[8],0.0,0.5000004434542805
3246,[8.],[8],0.25,0.500000443425448
3247,[4.],[4],0.0,0.500000443486366
3248,[3.],[3],0.0,0.5000004434587262
3249,[4.],[4],0.0,0.5000004434139006
3250,[2.],[2],0.375,0.5000004434244334
3251,[0.],[0],0.375,0.5000004433472087
3252,[6.],[6],0.3125,0.5000004434339839
3253,[1.],[1],0.0,0.500000443509994
3254,[6.],[6],0.3125,0.5000004434447136
3255,[1.],[1],0.0,0.5000004434506228
3256,[2.],[2],0.0625,0.5000004433288555
3257,[2.],[2],0.0625,0.5000004432610003
3258,[2.],[2],0.125,0.5000004433174429
3259,[1.],[1],0.125,0.5000004434857275
3260,[2.],[2],0.4375,0.5000004431286309
3261,[3.],[3],0.25,0.5000004434046217
3262,[7.],[7],0.5,0.5000004433657825
3263,[8.],[8],0.5,0.5000004433973584
3264,[1.],[1],0.0,0.5000004435021801
3265,[0.],[0],0.0,0.5000004434577191
3266,[0.],[0],0.375,0.5000004433448729
3267,[2.],[2],0.0625,0.5000004431795053
3268,[1.],[1],0.0,0.5000004435023769
3269,[0.],[6],0.75,0.5000004433317583
3270,[6.],[6],0.375,0.5000004432053659
3271,[0.],[0],0.0,0.500000443461293
3272,[1.],[1],0.1875,0.5000004435050366
3273,[6.],[6],0.0,0.5000004434156328
3274,[2.],[2],0.0,0.5000004434251094
3275,[5.],[5],0.375,0.5000004434441296
3276,[1.],[1],0.0,0.5000004435234184
3277,[7.],[7],0.375,0.500000443286978
3278,[4.],[4],0.0,0.500000443461337
3279,[8.],[8],0.0625,0.5000004434363238
3280,[2.],[2],0.375,0.5000004434604448
3281,[1.],[1],0.0,0.5000004435100418
3282,[4.],[4],0.1875,0.500000443432789
3283,[3.],[3],0.125,0.500000443427103
3284,[8.],[8],0.5,0.5000004433847349
3285,[3.],[3],0.25,0.5000004434300986
3286,[9.],[9],0.0,0.5000004434757821
3287,[9.],[9],0.125,0.5000004434412254
3288,[4.],[4],0.625,0.5000004433738415
3289,[9.],[8],0.6875,0.5000004434385349
3290,[3.],[3],0.375,0.5000004431179758
3291,[4.],[4],0.1875,0.5000004434544197
3292,[7.],[7],0.0625,0.5000004434408256
3293,[2.],[2],0.0,0.5000004432601359
3294,[7.],[7],0.1875,0.5000004432468534
3295,[5.],[5],0.1875,0.5000004432690184
3296,[7.],[7],0.0,0.500000443378518
3297,[0.],[0],0.0,0.5000004434187211
3298,[4.],[4],0.0,0.5000004434311457
3299,[3.],[3],0.125,0.5000004433957735
3300,[3.],[3],0.125,0.5000004430157993
3301,[2.],[2],0.0,0.5000004432472488
3302,[6.],[6],0.1875,0.5000004434154346
3303,[7.],[7],0.5,0.5000004433976538
3304,[6.],[6],0.125,0.5000004434494878
3305,[0.],[0],0.125,0.5000004434082687
3306,[0.],[0],0.0,0.5000004434351631
3307,[6.],[6],0.125,0.5000004432483521
3308,[7.],[7],0.0,0.5000004432260632
3309,[7.],[7],0.0,0.5000004434482719
3310,[0.],[0],0.0,0.5000004434496457
3311,[5.],[5],0.375,0.5000004432860994
3312,[5.],[5],0.0625,0.5000004434721577
3313,[8.],[8],0.125,0.5000004434693371
3314,[1.],[1],0.0,0.5000004435289637
3315,[0.],[0],0.0,0.5000004433700522
3316,[7.],[7],0.5,0.5000004429376455
3317,[0.],[0],0.1875,0.5000004434266534
3318,[2.],[2],0.0,0.500000443439715
3319,[8.],[8],0.375,0.500000443413668
3320,[1.],[1],0.0,0.5000004435230709
3321,[5.],[5],0.0625,0.5000004433524035
3322,[0.],[0],0.0,0.5000004434402875
3323,[8.],[8],0.1875,0.5000004434152523
3324,[8.],[8],0.125,0.5000004433730861
3325,[0.],[0],0.0,0.5000004434368576
3326,[3.],[3],0.0625,0.5000004433957459
3327,[2.],[2],0.0,0.500000443322622
3328,[7.],[7],0.0,0.5000004430777496
3329,[2.],[7],0.5625,0.5000004434500027
3330,[3.],[2],0.625,0.5000004434271738
3331,[6.],[6],0.0625,0.5000004434691184
3332,[4.],[4],0.0,0.500000443460023
3333,[9.],[7],0.5,0.5000004433698853
3334,[5.],[5],0.3125,0.5000004434232612
3335,[5.],[5],0.25,0.5000004433022737
3336,[5.],[5],0.375,0.5000004433421321
3337,[2.],[2],0.25,0.5000004432381565
3338,[9.],[9],0.0625,0.500000443462235
3339,[2.],[2],0.5625,0.5000004433531807
3340,[8.],[8],0.0625,0.5000004434473952
3341,[4.],[4],0.6875,0.5000004433437762
3342,[6.],[6],0.125,0.5000004433887939
3343,[8.],[8],0.5625,0.5000004434498513
3344,[6.],[6],0.625,0.500000443460143
3345,[5.],[5],0.1875,0.5000004431657009
3346,[0.],[0],0.0,0.5000004434197998
3347,[0.],[0],0.0625,0.5000004432730017
3348,[8.],[8],0.0,0.5000004430349363
3349,[7.],[7],0.1875,0.5000004434795822
3350,[6.],[6],0.0,0.5000004434783766
3351,[1.],[1],0.1875,0.5000004434362889
3352,[7.],[7],0.125,0.500000443325387
3353,[1.],[1],0.0,0.5000004434969182
3354,[1.],[1],0.0,0.5000004435108215
3355,[2.],[2],0.0,0.5000004433335818
3356,[7.],[7],0.0,0.5000004432173246
3357,[4.],[4],0.0625,0.500000443371155
3358,[0.],[0],0.3125,0.5000004434081248
3359,[0.],[0],0.0,0.5000004433885769
3360,[7.],[7],0.0,0.5000004432844575
3361,[7.],[7],0.25,0.5000004433547748
3362,[6.],[6],0.0,0.5000004434090253
3363,[3.],[3],0.0625,0.5000004434699608
3364,[8.],[8],0.1875,0.5000004432124491
3365,[6.],[6],0.125,0.5000004434049645
3366,[4.],[4],0.0,0.5000004434979864
3367,[2.],[2],0.125,0.5000004433964021
3368,[0.],[0],0.0,0.500000443371268
3369,[7.],[9],0.625,0.5000004434705337
3370,[4.],[4],0.125,0.5000004433432659
3371,[0.],[0],0.0,0.5000004434689561
3372,[5.],[5],0.0,0.5000004434937262
3373,[7.],[7],0.375,0.5000004431638879
3374,[8.],[8],0.0625,0.5000004434541777
3375,[2.],[2],0.1875,0.5000004434013895
3376,[7.],[7],0.1875,0.5000004434675533
3377,[4.],[4],0.375,0.500000443476915
3378,[7.],[7],0.0,0.5000004432915466
3379,[1.],[1],0.0,0.5000004435114596
3380,[1.],[1],0.0,0.5000004435182536
3381,[3.],[3],0.3125,0.5000004434407799
3382,[6.],[6],0.0,0.5000004434543561
3383,[6.],[6],0.0,0.5000004434332688
3384,[0.],[2],0.625,0.5000004385963497
3385,[9.],[9],0.5625,0.5000004430624462
3386,[1.],[1],0.0,0.5000004435178608
3387,[9.],[9],0.0625,0.5000004434816332
3388,[4.],[4],0.25,0.5000004434616683
3389,[8.],[8],0.0625,0.5000004433940257
3390,[3.],[3],0.0625,0.5000004434548442
3391,[6.],[6],0.0,0.5000004434749753
3392,[9.],[9],0.125,0.5000004434793409
3393,[5.],[5],0.1875,0.5000004433177111
3394,[9.],[9],0.5625,0.5000004432354928
3395,[6.],[6],0.0,0.5000004434108177
3396,[2.],[2],0.1875,0.5000004432745133
3397,[4.],[4],0.0,0.5000004433829293
3398,[6.],[6],0.0625,0.5000004434628978
3399,[7.],[7],0.0,0.5000004434554585
3400,[7.],[7],0.0,0.5000004433642142
3401,[0.],[0],0.0,0.5000004433758406
3402,[6.],[6],0.0,0.5000004434426396
3403,[6.],[6],0.0,0.5000004434106818
3404,[9.],[9],0.6875,0.5000004434006953
3405,[9.],[4],0.625,0.5000004434408516
3406,[8.],[8],0.375,0.5000004433920531
3407,[3.],[3],0.0,0.5000004434648249
3408,[5.],[5],0.125,0.500000443407737
3409,[3.],[3],0.0625,0.5000004434063009
3410,[9.],[4],0.5,0.500000443396612
3411,[9.],[9],0.125,0.5000004434496211
3412,[0.],[0],0.125,0.5000004432830217
3413,[0.],[0],0.125,0.5000004434597902
3414,[5.],[5],0.375,0.5000004433853837
3415,[2.],[2],0.0625,0.5000004434827614
3416,[5.],[5],0.3125,0.5000004433675355
3417,[0.],[0],0.0,0.5000004434747447
3418,[7.],[7],0.0,0.5000004434639592
3419,[1.],[1],0.0,0.5000004435148425
3420,[1.],[1],0.0,0.5000004435126976
3421,[1.],[1],0.0625,0.5000004435121645
3422,[0.],[6],0.375,0.5000004433364741
3423,[7.],[7],0.0,0.5000004434045159
3424,[6.],[6],0.0,0.5000004434903309
3425,[7.],[7],0.0,0.5000004434266854
3426,[9.],[9],0.0,0.5000004434795259
3427,[6.],[6],0.3125,0.500000443438168
3428,[6.],[6],0.0,0.5000004434253809
3429,[4.],[4],0.5,0.5000004434633136
3430,[1.],[1],0.0625,0.500000443497797
3431,[4.],[4],0.0625,0.5000004433870154
3432,[3.],[3],0.25,0.5000004434571679
3433,[1.],[1],0.0,0.5000004435096204
3434,[1.],[1],0.0,0.5000004435071782
3435,[2.],[2],0.1875,0.5000004433805137
3436,[7.],[2],0.4375,0.5000004432818971
3437,[4.],[4],0.375,0.5000004434714219
3438,[1.],[1],0.0,0.5000004435172644
3439,[0.],[0],0.0,0.5000004434498954
3440,[8.],[8],0.0,0.5000004434038068
3441,[7.],[7],0.3125,0.5000004432467653
3442,[6.],[6],0.125,0.5000004434329471
3443,[3.],[3],0.0,0.5000004433951917
3444,[4.],[4],0.125,0.5000004433334959
3445,[0.],[0],0.0,0.5000004432798388
3446,[0.],[0],0.0,0.5000004434772037
3447,[4.],[6],0.5625,0.5000004431903258
3448,[3.],[3],0.125,0.5000004432627808
3449,[3.],[3],0.0625,0.5000004434440521
3450,[0.],[0],0.5,0.5000004434426236
3451,[7.],[7],0.0,0.500000443480298
3452,[1.],[1],0.0,0.5000004435044001
3453,[7.],[7],0.0625,0.500000443463888
